Proposal_ID,Sampling_Set,Core_Section,Sample_Name,Bulk_density_g_per_cm3,flag_Bulk_density,Beta_Glucosidase_ug_pNP_per_g_per_h,flag_Beta_Glucosidase,GWC_percent,flag_GWC,HClExtOM_TOC_mg_per_kg,flag_HClExtOM_TOC,HClExtOM_TN_mg_per_kg,flag_HClExtOM_TN,Ca_meq_per_100g,Mg_meq_per_100g,Na_meq_per_100g,K_meq_per_100g,SO4_S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,flag_Ca,flag_Mg,flag_Na,flag_K,flag_SO4S,flag_B,flag_Zn,flag_Mn,flag_Cu,flag_Fe,MBC_mg_per_kg,flag_MBC,MBN_mg_per_kg,flag_MBN,NO3_N_mg_per_kg,flag_NO3N,NH4_N_mg_per_kg,flag_NH4N,PO4_P_mg_per_kg,flag_P,pH,flag_pH,Sand_percent,Silt_percent,Clay_percent,flag_Texture,WEOM_TOC_mg_per_kg,flag_WEOM_TOC,WEOM_TN_mg_per_kg,flag_WEOM_TN
61086,6,TOP,61086_6_TOP,1.25,,48.7,,42.69,,2853.28,,152.4,,0.54,0.25,0.06,0.14,19,0.7,2.3,6.1,1.1,308,,,,,,,,,,,337.29,,53.56,,0.02,,4.34,,3.69,,4.35,,45,36.8,18.3,,154.34,,5.55,
61086,6,BTM,61086_6_BTM,1.52,,,Insufficient_material,16.12,,1202.68,,36.87,,0.49,0.16,0.05,0.04,36,4.49,1.6,4.2,1.5,1375,,,,,,,,,,,76.81,,4.37,,0.87,,3.61,,2.13,,4.78,,,,,Insufficient_material,25.13,,2.08,
61090,1,TOP,61090_1_TOP,1.89,,,Insufficient_material,18.64,,365.33,,52.64,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,135.16,,25.76,,,Insufficient_material,,Insufficient_material,363.37,,5.53,,,,,Insufficient_material,52.52,,11.94,
61090,1,BTM,61090_1_BTM,1.31,,146.8,,19.91,,195.3,,18.84,,3.55,0.82,0.06,1.31,9,0.24,10,15,5.1,105,,,,,,,,,,,54.31,,6.33,,8.18,,5.19,,47.96,,7.29,,52.5,34,13.6,,28.64,,5.76,
61090,2,TOP,61090_2_TOP,2.03,,92.4,,15.14,,153.26,,16.11,,4.45,1.04,0.07,1.07,2,0.19,1.4,4.1,0.8,52,,,,,,,,,,,66.94,,12.02,,1.83,,1.58,,41.63,,6.56,,52.6,33.9,13.6,,27.51,,4.56,
61090,2,BTM,61090_2_BTM,1.49,,9.2,,21.83,,128.4,,9.78,,7.28,1.24,0.08,0.61,1,0.11,0.1,0.4,0.4,11,,,,,,,,,,,39.95,,6.87,,1.13,,1.7,,1.33,,8.04,,48.7,35.9,15.5,,30.52,,2.44,
61090,3,TOP,61090_3_TOP,2.05,,138.1,,17.67,,470.83,,53.59,,3.5,0.98,0.05,1.39,7,0.19,7.1,10.1,3.6,79,,,,,,,,,,,116.94,,29.89,,6.55,,3.58,,263.78,,5.87,,52.7,31.8,15.6,,40.36,,8.47,
61090,3,BTM,61090_3_BTM,1.45,,13.3,,19.97,,158.27,,15.55,,6.76,1.31,0.07,0.96,2,0.19,0.2,0.6,0.4,24,,,,,,,,,,,50.08,,10.23,,3.07,,1.3,,5.2,,7.6,,48.7,35.7,15.6,,23.13,,5.27,
61090,4,TOP,61090_4_TOP,2.2,,105,,16.32,,232.04,,23.4,,3.72,0.82,0.05,1.16,3,0.27,0.8,5.4,0.4,58,,,,,,,,,,,85.98,,15.57,,1.95,,1.83,,16.19,,6.56,,52.8,31.6,15.7,,36.19,,5.69,
61090,4,BTM,61090_4_BTM,1.35,,15.2,,21.42,,122.28,,9.83,,6.73,1.23,0.08,0.86,4,0.45,0.6,1.4,0.6,15,,,,,,,,,,,39.31,,2.13,,1.25,,1.35,,1.53,,7.83,,48.5,37.7,13.8,,16.84,,1.78,
61090,5,TOP,61090_5_TOP,1.95,,212.9,,18.13,,433.05,,43.95,,4.41,1.14,0.06,1.32,8,0.3,5.6,7.4,2.7,150,,,,,,,,,,,145.34,,26.99,,7.35,,3.08,,243.64,,6.13,,54.5,31.7,13.8,,54.68,,11.95,
61090,5,BTM,61090_5_BTM,1.45,,12,,14.98,,163.49,,19.52,,9.02,1.68,0.09,1.23,2,0.27,0.2,0.8,0.3,13,,,,,,,,,,,58.22,,6.28,,3.24,,1.47,,3.38,,7.87,,50.5,35.7,13.9,,24.2,,4.22,
61093,1,TOP,61093_1_TOP,0.94,,55.6,,80.33,,467.21,,32.73,,16.1,7.88,1.41,0.42,22,0.67,4.88,33.9,3.4,80,,,,,,,,,,,66.72,,17.34,,1.32,,6.75,,60.72,,6.66,,9.9,47.7,42.4,,37.28,,5.73,
61093,1,BTM,61093_1_BTM,0.79,,16,,59.67,,275.47,,16.22,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,13.06,,3.64,,0.61,,4.42,,49.51,,7,,10.9,53,36.2,,25.7,,2.47,
61093,2,TOP,61093_2_TOP,0.71,,87.2,,159.92,,688.05,,54.02,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,33.81,,12.87,,0.14,,8.16,,55.62,,6.17,,8.9,41,50.2,,28.19,,5.15,
61093,2,BTM,61093_2_BTM,0.41,,,In_queue,160.15,,397.43,,35.81,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,8.99,,5.35,,0.29,,10.25,,49.61,,6.16,,,,,In_queue,25.71,,2.61,
61093,3,TOP,61093_3_TOP,0.52,,70.3,,178.47,,679.97,,84.12,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,28.73,,7.76,,0.38,,12.58,,49.58,,6.87,,8.6,41.3,50.2,,39.75,,8,
61093,3,BTM,61093_3_BTM,0.42,,,In_queue,155.7,,290.57,,43.42,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,7.75,,,Failed_QC,0.13,,15.88,,81.4,,6.45,,,,,In_queue,40.7,,5.19,
61093,4,TOP,61093_4_TOP,1.18,,17.3,,68.68,,288.44,,30.66,,11.5,5.3,0.63,0.35,31,0.55,3.04,22.3,3,102,,,,,,,,,,,29.15,,8.84,,5.5,,6.57,,59.62,,7.12,,20.7,45.2,34.2,,39.12,,4.97,
61093,4,BTM,61093_4_BTM,0.97,,7.4,,52.8,,383.09,,30.04,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,6.67,,1.06,,0.77,,5.42,,48.69,,6.89,,18.8,47.1,34.2,,33.32,,2.85,
61093,5,TOP,61093_5_TOP,1.23,,32.6,,52.63,,492.62,,30.08,,12.9,6.32,0.96,0.31,37,0.44,3.17,24.7,2.5,56,,,,,,,,,,,25.12,,6.18,,2.97,,3.37,,40.28,,7.1,,26.7,39.2,34.2,,30.19,,3.93,
61093,5,BTM,61093_5_BTM,1.12,,4.9,,26.34,,222.28,,12.97,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,22.22,,3.1,,0.34,,1.68,,31.71,,7.21,,60.5,19.4,20.2,,18.85,,1.46,
61093,6,TOP,61093_6_TOP,0.79,,34,,82.3,,257.1,,20.79,,14.3,7.48,1.87,0.41,27,0.54,4.18,25.3,3.3,64,,,,,,,,,,,20.02,,5.53,,1.6,,3.59,,46.72,,6.78,,10.5,49.4,40.1,,33.23,,3.15,
61093,6,BTM,61093_6_BTM,0.63,,,Insufficient_material,62.35,,350.19,,30.74,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,16.39,,2.36,,0.49,,5.04,,51.54,,6.93,,,,,Insufficient_material,32.28,,2.24,
61093,7,TOP,61093_7_TOP,0.4,,,Insufficient_material,612.56,,1135.49,,120.03,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,383.44,,50.78,,0.39,,30.95,,71.31,,6.6,,,,,Insufficient_material,449.88,,57.34,
61093,7,BTM,61093_7_BTM,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,,,,,,,,,,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,,,Insufficient_material,,Insufficient_material,,Insufficient_material
61104,1,TOP,61104_1_TOP,0.38,,,Insufficient_material,553.93,,16609.88,,800.07,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,,Failed_QC,,Failed_QC,0.47,,94.98,,20.77,,3.58,,,,,Insufficient_material,1431.97,,44.74,
61104,1,BTM,61104_1_BTM,0.71,,,In_queue,677.64,,18122.31,,499.53,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,,Failed_QC,,Failed_QC,0.21,,138.32,,18.24,,3.58,,,,,In_queue,1715.42,,46.59,
61104,2,TOP,61104_2_TOP,0.18,,,Insufficient_material,758.39,,21632.06,,319.89,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,,Failed_QC,,Failed_QC,0.27,,67.44,,24.42,,3.68,,,,,Insufficient_material,1633.54,,17.57,
61104,2,BTM,61104_2_BTM,0.39,,,Insufficient_material,1154.21,,26430.49,,316.72,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,,Failed_QC,,Failed_QC,0.13,,26.43,,25.89,,3.56,,,,,Insufficient_material,1871.14,,25.82,
61111,1,TOP,61111_1_TOP,1.31,,87.7,,37.34,,1189.33,,68.26,,17.18,0.74,0.06,0.36,5,0.57,4.6,10.9,1.7,17,,,,,,,,,,,,Failed_QC,,Failed_QC,4.14,,2.19,,29.24,,6.84,,49.5,24.1,26.4,,93.17,,11.74,
61111,1,BTM,61111_1_BTM,1.23,,10.9,,19.73,,301.56,,21.57,,5.75,0.29,0.07,0.21,2,0.15,0.8,7.4,0.9,10,,,,,,,,,,,,Failed_QC,,Failed_QC,,Insufficient_material,,Insufficient_material,34.26,,7.12,,,,,Insufficient_material,8.34,,0.84,
61111,1,BTM,61111_1_BTM,1.23,,,Insufficient_material,19.73,,301.56,,21.57,,5.75,0.29,0.07,0.21,2,0.15,0.8,7.4,0.9,10,,,,,,,,,,,,Failed_QC,,Failed_QC,,Insufficient_material,,Insufficient_material,34.26,,7.12,,,,,Insufficient_material,8.34,,0.84,
61111,2,TOP,61111_2_TOP,0.63,,,In_queue,41.55,,2293.84,,132.88,,26.93,1.08,0.06,0.72,10,1.1,9.3,15.5,1.4,15,,,,,,,,,,,,Failed_QC,,Failed_QC,7.61,,3.66,,18.21,,7.14,,,,,In_queue,93.68,,12.73,
61111,2,BTM,61111_2_BTM,2.19,,,In_queue,16.34,,471.08,,27.74,,6.9,0.31,0.28,0.59,8,0.38,1,4.4,0.8,10,,,,,,,,,,,,Failed_QC,,Failed_QC,1.54,,1.75,,2.35,,7.57,,,,,In_queue,20.34,,2.46,
61111,3,TOP,61111_3_TOP,0.59,,,Insufficient_material,35.85,,5063.59,,414.86,,9.65,1.14,0.16,0.92,42,0.33,25,75.2,2.1,348,,,,,,,,,,,,Failed_QC,,Failed_QC,,Insufficient_material,,Insufficient_material,17.81,,4.98,,,,,Insufficient_material,672.9,,39.55,
61111,3,BTM,61111_3_BTM,1.46,,,Insufficient_material,20.21,,1750.09,,136.49,,8.77,0.72,0.14,0.41,13,0.45,6,13.4,1.2,57,,,,,,,,,,,,Failed_QC,,Failed_QC,0.37,,3.74,,132.09,,6.73,,,,,Insufficient_material,65.21,,4.76,
61111,4,TOP,61111_4_TOP,1.16,,180.6,,26.84,,1269.79,,106.03,,7.75,0.71,0.05,0.61,11,0.49,9.7,36.7,2.2,180,,,,,,,,,,,,Failed_QC,,Failed_QC,0.7,,6.28,,45.25,,5.95,,52.8,22,25.3,,64.82,,5.15,
61111,4,BTM,61111_4_BTM,1.62,,33.2,,15.74,,316.6,,28.03,,4.78,0.44,0.14,0.39,3,0.22,1.2,10.8,0.9,26,,,,,,,,,,,,Failed_QC,,Failed_QC,0.43,,1.97,,32.59,,6.82,,48.6,22.5,28.9,,16.14,,1.48,
61111,5,TOP,61111_5_TOP,0.55,,,Insufficient_material,51.65,,3531.27,,155.62,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,,Failed_QC,,Failed_QC,,Insufficient_material,,Insufficient_material,11.22,,6.77,,,,,Insufficient_material,206.45,,13.61,
61111,5,BTM,61111_5_BTM,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,,,,,,,,,,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,,,Insufficient_material,,Insufficient_material,,Insufficient_material
61111,6,TOP,61111_6_TOP,0.74,,177,,18.53,,4308.95,,360.54,,13.37,0.81,0.09,0.38,3,0.07,0.8,5.1,0.2,16,,,,,,,,,,,,Failed_QC,,Failed_QC,,Insufficient_material,,Insufficient_material,9.71,,5.58,,52.8,24.1,23.2,,286.58,,25.26,
61111,6,BTM,61111_6_BTM,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,,,,,,,,,,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,Insufficient_material,,,,Insufficient_material,,Insufficient_material,,Insufficient_material
61111,7,TOP,61111_7_TOP,1.25,,57.8,,25.18,,2602.98,,166.35,,18.6,0.9,0.05,0.48,1,0.01,1.1,3.1,0.3,3,,,,,,,,,,,,Failed_QC,,Failed_QC,6.42,,2.98,,4.63,,7.57,,47.6,22.2,30.2,,119.62,,14.86,
61111,7,BTM,61111_7_BTM,1.28,,8.5,,16.13,,294.05,,16.37,,3.39,0.48,0.08,0.32,0.01,0.04,0.1,0.5,0.1,1,,,,,,,,,,,,Failed_QC,,Failed_QC,0.23,,1.43,,3.48,,7.39,,44.7,22.2,33.2,,21.07,,1.44,
61111,8,TOP,61111_8_TOP,1.31,,52.3,,12.91,,1109.68,,90.65,,2.1,0.45,0.04,0.6,6,0.31,3.1,6.2,0.9,55,,,,,,,,,,,,Failed_QC,,Failed_QC,1.63,,2.75,,61.24,,5.94,,55.9,17.6,26.4,,64.06,,6.93,
61111,8,BTM,61111_8_BTM,1.35,,6.9,,16.57,,395.42,,25.73,,0.78,0.23,0.04,0.44,17,0.11,1,10.3,0.4,8,,,,,,,,,,,,Failed_QC,,Failed_QC,0.37,,2.05,,4.53,,5.53,,45.5,16.3,38.2,,11.8,,0.9,
61115,1,TOP,61115_1_TOP,1.31,,33.9,,40.46,,583.78,,31.72,,5.41,1.24,0.09,0.24,9,0.14,3.9,54.9,1.6,70,,,,,,,,,,,85.11,,23.78,,0.18,,6.71,,19.53,,5.98,,56.7,16.2,27.2,,26.31,,4.2,
61115,1,BTM,61115_1_BTM,1.01,,16.9,,41.2,,448.76,,19.09,,6.95,2.64,0.16,0.37,14,0.13,2.8,33.7,2.1,76,,,,,,,,,,,30.46,,9.42,,0.2,,4.9,,12.55,,5.53,,21.1,30.3,48.6,,26.84,,2.47,
61115,2,TOP,61115_2_TOP,2.07,,5.2,,25.5,,411.26,,18.15,,1.93,1.22,0.3,0.18,71,0.09,0.7,38.3,0.4,25,,,,,,,,,,,5.98,,1.83,,,Insufficient_material,,Insufficient_material,7.15,,5.23,,17.4,40.4,42.2,,14.81,,0.45,
61115,2,BTM,61115_2_BTM,1.12,,,Below Detection,22.36,,305.92,,12.7,,1.36,1.31,0.39,0.12,72,0.09,0.9,43.6,0.5,39,,,,,,,,,,,2.67,,1.64,,,Insufficient_material,,Insufficient_material,4.92,,4.94,,11.6,47.4,40.9,,18.58,,0.82,
61115,3,TOP,61115_3_TOP,0.86,,80.4,,62.67,,652,,31.5,,5.49,1.38,0.15,0.3,17,0.18,5.1,147.1,1.5,130,,,,,,,,,,,156.3,,36.4,,0.36,,4.32,,25.67,,5.98,,55.9,15.3,28.9,,37.52,,2.61,
61115,3,BTM,61115_3_BTM,1.32,,10.1,,39.71,,421.09,,16.73,,6.75,2.91,0.14,0.46,15,0.13,2.2,80.9,1.7,71,,,,,,,,,,,16.68,,3.96,,,Insufficient_material,,Insufficient_material,11.2,,5.59,,21,20.4,58.6,,22.73,,1.5,
61115,4,TOP,61115_4_TOP,1.55,,80.9,,38.54,,675.3,,27.96,,3.53,0.76,0.07,0.15,9,0.14,2.8,60.3,0.8,70,,,,,,,,,,,120.63,,26.88,,,Insufficient_material,,Insufficient_material,32.1,,5.77,,72.3,7.3,20.4,,32.04,,3.11,
61115,4,BTM,61115_4_BTM,0.77,,,Insufficient_material,35.66,,708.24,,25.93,,1.95,0.46,0.06,0.14,10,0.27,2.7,89.5,1,238,,,,,,,,,,,59.97,,11.35,,0.04,,6.29,,41.15,,5.41,,,,,Insufficient_material,58.57,,3.66,
61115,5,TOP,61115_5_TOP,0.95,,,Insufficient_material,63.75,,834.44,,56.85,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,39.22,,15.97,,,Insufficient_material,,Insufficient_material,55.78,,6.18,,,,,Insufficient_material,60.62,,14.32,
61115,5,BTM,61115_5_BTM,0.45,,,Insufficient_material,50.31,,722.43,,26.03,,10.39,3.09,0.31,0.62,10,0.17,6.2,52.9,2.4,109,,,,,,,,,,,19.37,,6,,3.63,,5.94,,23.92,,6.2,,,,,Insufficient_material,40.34,,6.15,
61115,6,TOP,61115_6_TOP,1.12,,,Insufficient_material,61.3,,1006.79,,63.18,,12,3.86,0.3,0.59,5,0.56,6.52,108.5,2.6,166,,,,,,,,,,,61.56,,21.67,,,Insufficient_material,,Insufficient_material,49.31,,5.93,,,,,Insufficient_material,130.19,,12.19,
61115,6,BTM,61115_6_BTM,1.25,,6.4,,36.21,,651.56,,23.59,,9.7,3.55,0.26,0.56,4,0.27,3.57,107.1,1.6,50,,,,,,,,,,,13.36,,4.11,,2.41,,6.17,,17.41,,6.15,,,,,Insufficient_material,30.7,,2.74,
61115,6,BTM,61115_6_BTM,1.25,,,Insufficient_material,36.21,,651.56,,23.59,,9.7,3.55,0.26,0.56,4,0.27,3.57,107.1,1.6,50,,,,,,,,,,,13.36,,4.11,,2.41,,6.17,,17.41,,6.15,,,,,Insufficient_material,30.7,,2.74,
61251,2,TOP,61251_2_TOP,1.38,,156,,30.3,,577.37,,38.12,,12.91,1.16,0.05,0.18,4,0.31,1.8,1.6,2,34,,,,,,,,,,,551.8,,59.82,,,Insufficient_material,,Insufficient_material,1.28,,7.44,,24.9,48.8,26.3,,100.94,,3.44,
61251,2,BTM,61251_2_BTM,1.83,,,Below Detection,23.63,,433.39,,42.14,,10.16,0.56,0.04,0.06,2,0.16,0.1,0.4,2,11,,,,,,,,,,,74.29,,7.87,,0.25,,0.71,,0.28,,7.95,,27.8,52.4,19.9,,55.99,,1.39,
61251,3,TOP,61251_3_TOP,1.59,,11,,25.23,,457.14,,23.68,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,68.04,,10.95,,0.02,,2.42,,14.35,,6.74,,73.8,12.3,14,,127.6,,1.78,
61251,3,BTM,61251_3_BTM,1.69,,,Insufficient_material,21.8,,179.9,,6.92,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,21.37,,3.4,,,Insufficient_material,,Insufficient_material,0.53,,8.22,,,,,Insufficient_material,16.33,,1.03,
61251,4,TOP,61251_4_TOP,0.74,,,Insufficient_material,29.96,,3424.77,,155.22,,1.76,0.57,0.09,0.38,10,0.09,4.2,41.8,0.6,235,,,,,,,,,,,808.91,,120.21,,0.06,,8.87,,26.58,,4.44,,,,,Insufficient_material,84.24,,5.26,
61251,4,BTM,61251_4_BTM,0.6,,,Insufficient_material,37.1,,19242.77,,416.83,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,466,,41.69,,0.36,,8.03,,97.24,,5.41,,,,,Insufficient_material,120.84,,8.82,
61251,5,TOP,61251_5_TOP,0.99,,,Insufficient_material,14.23,,2282.5,,106.5,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,573.19,,71.34,,0.86,,3.62,,4.55,,6.3,,,,,Insufficient_material,90.31,,10.55,
61251,5,BTM,61251_5_BTM,0.99,,,Insufficient_material,18.95,,2865.8,,146.01,,8.95,0.98,0.06,0.09,6,0.17,0.2,0.5,1.5,41,,,,,,,,,,,136.94,,20.8,,0.41,,1.76,,0.26,,7.86,,,,,Insufficient_material,44.37,,2.89,
61251,6,TOP,61251_6_TOP,0.76,,189.7,,129.33,,1652.41,,106.57,,22.78,4.46,0.08,0.15,4,0.26,0.9,5,0.9,93,,,,,,,,,,,406.06,,54.46,,1.88,,4.23,,3.3,,7.65,,45.8,36.3,18,,190.4,,18.46,
61251,6,BTM,61251_6_BTM,1.14,,,Insufficient_material,34.15,,227.33,,7.49,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,83.28,,6.12,,0.33,,1.16,,0.63,,7.83,,,,,Insufficient_material,29.05,,1.29,
61251,7,TOP,61251_7_TOP,1.28,,,In_queue,18.12,,1501.55,,90.4,,5.84,1.15,0.06,0.25,1,0.07,1.3,5.8,0.1,28,,,,,,,,,,,464.44,,62.25,,0.07,,4.87,,11.43,,5.27,,,,,In_queue,147.26,,6.68,
61251,7,BTM,61251_7_BTM,1.15,,,Insufficient_material,9.73,,1601.59,,42.52,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,137.01,,16.52,,0.16,,4.29,,20.92,,6.09,,,,,Insufficient_material,56.7,,3.05,
61254,1,TOP,61254_1_TOP,1.55,,217.9,,5.26,,4088.39,,81.56,,12.85,4.09,0.07,1.1,3,0.85,0.6,13.9,0.9,15,,,,,,,,,,,283.8,,26.22,,0.38,,4.6,,37.24,,7.22,,14.8,55,30.3,,181.25,,10.09,
61254,1,BTM,61254_1_BTM,0.82,,,Insufficient_material,7.39,,4104.65,,96.87,,14.91,5.3,0.1,0.69,5,0.57,0.4,29.5,1.1,13,,,,,,,,,,,262.56,,21.54,,0.2,,3.37,,17.9,,7.11,,,,,Insufficient_material,187.76,,8.95,
61254,2,TOP,61254_2_TOP,0.75,,,Insufficient_material,4.62,,2550.65,,73.78,,10.64,3.08,0.13,0.79,4,0.23,0.5,16.3,0.9,25,,,,,,,,,,,129.55,,12.38,,0.16,,3.53,,7.11,,6.87,,,,,Insufficient_material,71.92,,5.48,
61254,2,BTM,61254_2_BTM,1.39,,18,,20.54,,3106.06,,51.73,,10.22,3.36,0.13,0.37,3,0.19,0.1,15.3,1.1,27,,,,,,,,,,,88.53,,5.29,,0.19,,2.06,,2.34,,6.76,,12.9,54.9,32.3,,18.33,,1.4,
61254,3,TOP,61254_3_TOP,1.42,,192.2,,3.11,,3394.83,,92.14,,10.22,2.55,0.07,1.04,5,0.55,0.9,12.9,1.1,18,,,,,,,,,,,256.01,,25.03,,0.26,,3.24,,12.21,,6.72,,18.9,54.9,26.3,,182.11,,11.34,
61254,3,BTM,61254_3_BTM,0.7,,,Insufficient_material,4.15,,3826.6,,59.21,,8.43,2.18,0.08,0.85,5,0.58,0.7,22.4,0.9,17,,,,,,,,,,,228.3,,20.11,,0.37,,3.15,,8.97,,6.97,,,,,Insufficient_material,228.62,,10.67,
61254,4,TOP,61254_4_TOP,0.67,,,Insufficient_material,3.91,,2666.76,,49.37,,10.81,3.56,0.12,0.44,4,0.22,0.5,12.8,1.1,23,,,,,,,,,,,121.61,,12.87,,0.37,,3.48,,9.64,,6.76,,,,,Insufficient_material,79.75,,5.57,
61254,4,BTM,61254_4_BTM,1.42,,42.1,,8.06,,2706.93,,46.42,,11.84,3.84,0.15,0.26,3,0.19,0.2,32.3,1.2,22,,,,,,,,,,,110.06,,6.45,,0.11,,2.66,,1.17,,6.79,,14.6,51.2,34.3,,127.02,,7.57,
61254,5,TOP,61254_5_TOP,1.36,,199.2,,3.64,,2589.8,,63.26,,8.84,2.22,0.08,0.48,4,0.27,0.7,17,0.8,26,,,,,,,,,,,163.94,,17.28,,0.3,,3.58,,7.74,,6.79,,16.9,54.8,28.3,,91.01,,7.09,
61254,5,BTM,61254_5_BTM,0.62,,,Insufficient_material,4.91,,2852.57,,62.6,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,138.07,,13.09,,0.2,,3.83,,4.04,,6.81,,,,,Insufficient_material,83.91,,5.94,
61254,6,TOP,61254_6_TOP,1.48,,211.6,,7.62,,3258.96,,70.42,,11.56,3.57,0.08,0.54,2,0.24,0.6,7.7,1,22,,,,,,,,,,,138.86,,16.78,,0.18,,3.35,,17.61,,6.81,,9.7,55.1,35.2,,77.16,,6.02,
61254,6,BTM,61254_6_BTM,1.27,,,Insufficient_material,6.83,,2316.44,,41.93,,14.27,4.19,0.11,0.36,4,0.22,0.2,16.1,1.1,20,,,,,,,,,,,76.3,,7.62,,0.18,,2.62,,3.96,,6.9,,,,,Insufficient_material,32.8,,2.44,
61254,7,TOP,61254_7_TOP,1.21,,400.6,,4.16,,3896.84,,110.76,,11.41,2.62,0.09,0.58,3,0.34,1.2,13.8,1,25,,,,,,,,,,,256.76,,28.34,,0.36,,3.99,,28.61,,6.6,,19.8,50,30.2,,140.92,,11.75,
61254,7,BTM,61254_7_BTM,0.7,,,Insufficient_material,5.37,,3690.58,,89.54,,11.15,2.68,0.11,0.45,4,0.23,1,25.5,1.2,29,,,,,,,,,,,213.92,,19.1,,0.27,,4.77,,12.42,,6.65,,,,,Insufficient_material,235.04,,12.77,
61254,8,TOP,61254_8_TOP,1.49,,242.6,,2.82,,2801.15,,70.25,,9.89,2.91,0.09,0.53,2,0.24,0.7,10.4,0.9,22,,,,,,,,,,,144.56,,15.33,,,Insufficient_material,,Insufficient_material,11.4,,6.9,,16.8,51,32.3,,100.62,,8.36,
61254,8,BTM,61254_8_BTM,0.56,,,Insufficient_material,3.67,,3127.22,,64.54,,,,,,,,,,,,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,In_queue,102.42,,11.46,,0.29,,4.97,,6.41,,6.83,,,,,Insufficient_material,82,,14.97,
